time,crime
1/19/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/19/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/19/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/19/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/19/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC
1/19/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/19/2019,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE
1/19/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/19/2019,LARCENY-MTR VEH PARTS UNDER $500
1/19/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/19/2019,LOITERING-BEGGING
1/19/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/19/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/19/2019,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC"
1/19/2019,"LARCENY-BICYCLES $500 - $24,999"
1/19/2019,LARCENY-SHOPLIFT UNDER $500
1/19/2019,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC
1/19/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/19/2019,STLG BY DECEIT/IDENTITY THEFT REPORT
1/19/2019,LOITERING-BEGGING
1/19/2019,LARCENY-FROM BUILDING UNDER $500
1/19/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/19/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/19/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/19/2019,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED
1/19/2019,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS
1/19/2019,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/19/2019,LARCENY-SHOPLIFT UNDER $500
1/19/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,LOITERING-BEGGING
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,FRAUD-STEALING BY DECEIT/UNDER $150
1/19/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/19/2019,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 1ST DEGRE"
1/19/2019,LARCENY-MTR VEH PARTS UNDER $500
1/19/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/19/2019,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC
1/19/2019,"LARCENY-MTR VEH PARTS $500 - $24,999"
1/19/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
1/19/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/19/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/19/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,LEAVING SCENE OF ACCIDENT
1/19/2019,LARCENY-MTR VEH PARTS UNDER $500
1/20/2019,PUBLIC ORDER-TRESPASSING
1/20/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/20/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/20/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/20/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,LARCENY-FROM MTR VEH UNDER $500
1/20/2019,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/20/2019,LARCENY-MTR VEH PARTS UNDER $500
1/20/2019,SIMPLE ASSAULT-HARRASSMENT
1/20/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/20/2019,LARCENY-FROM MTR VEH UNDER $500
1/20/2019,PUBLIC ORDER-TRESPASSING
1/20/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/20/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/20/2019,FAMILY & CHILD CRIME-CNTRIB DELINQ MINOR
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,DRUGS-POSSESSION/MARIJUANA
1/20/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/20/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/20/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/20/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/20/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/20/2019,LARCENY-FROM MTR VEH UNDER $500
1/20/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/20/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
1/20/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/20/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
1/20/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
1/20/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
1/20/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/20/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,LARCENY-FROM MTR VEH UNDER $500
1/20/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED
1/20/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/20/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/20/2019,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS
1/20/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/20/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/20/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/20/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/20/2019,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC
1/20/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/20/2019,BURGLARY-BUSINESS/UNK TIME/FORC ENT/OCCUPIED
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,LEAVING SCENE OF ACCIDENT
1/20/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/20/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/20/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/20/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/20/2019,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE
1/20/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/20/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,DRUGS-POSSESSION/HEROIN
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE
1/21/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
1/21/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/21/2019,LARCENY-MTR VEH PARTS UNDER $500
1/21/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/21/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/21/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/21/2019,LARCENY-MTR VEH PARTS UNDER $500
1/21/2019,BURGLARY-BUSINESS/DAY/ATTEMPT FORCIBLE ENTRY
1/21/2019,HOMICIDE
1/21/2019,LARCENY-FROM BUILDING UNDER $500
1/21/2019,LARCENY-ALL OTHER UNDER $500
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/21/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
1/21/2019,LARCENY-FROM MTR VEH UNDER $500
1/21/2019,LARCENY-FROM MTR VEH UNDER $500
1/21/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/21/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/21/2019,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL
1/21/2019,PUBLIC ORDER-TRESPASSING
1/21/2019,DRUGS-POSSESSION/MARIJUANA
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,"LARCENY-MTR VEH PARTS $500 - $24,999"
1/21/2019,LOITERING-BEGGING
1/21/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/21/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/21/2019,"LARCENY-FROM BUILDING $500 - $24,999"
1/21/2019,DRUGS-POSSESSION/MARIJUANA
1/21/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE
1/21/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/21/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE
1/21/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/21/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,LARCENY-FROM BUILDING UNDER $500
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,LARCENY-FROM MTR VEH UNDER $500
1/21/2019,LARCENY-ALL OTHER UNDER $500
1/21/2019,DRUGS-POSSESSION/PHENCYCLIDINE
1/21/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,PUBLIC ORDER-TRESPASSING
1/21/2019,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT
1/21/2019,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT
1/21/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/21/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/21/2019,SIMPLE ASSAULT-CHILD/NO INJURY
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/21/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS
1/21/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/21/2019,LARCENY-FROM MTR VEH UNDER $500
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/21/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
1/21/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/21/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/21/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,LARCENY-FROM MTR VEH UNDER $500
1/21/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/21/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/21/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/21/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/21/2019,LEAVING SCENE OF ACCIDENT
1/21/2019,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY
1/22/2018,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,FRAUD-CREDIT DEVICE/OVER $150
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/22/2019,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL
1/22/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/22/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/22/2019,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE
1/22/2019,LARCENY-ALL OTHER UNDER $500
1/22/2019,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED
1/22/2019,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/22/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/22/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/22/2019,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,LARCENY-FROM BUILDING UNDER $500
1/22/2019,LARCENY-FROM MTR VEH UNDER $500
1/22/2019,DRUGS-POSSESSION/MARIJUANA
1/22/2019,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY
1/22/2019,FRAUD-CREDIT DEVICE/UNDER $150
1/22/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/22/2019,HEALTH-SANITATION VIOL
1/22/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/22/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/22/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/22/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/22/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/22/2019,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,HEALTH-SANITATION VIOL
1/22/2019,DRUGS-POSSESSION/MARIJUANA
1/22/2019,LARCENY-FROM BUILDING UNDER $500
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/22/2019,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,LARCENY-ALL OTHER UNDER $500
1/22/2019,LARCENY-ALL OTHER UNDER $500
1/22/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/22/2019,DRUGS-POSSESSION/METHAMPHETAMINE
1/22/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/22/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,SIMPLE ASSAULT-CHILD/NO INJURY
1/22/2019,SIMPLE ASSAULT-CHILD/NO INJURY
1/22/2019,LOITERING-BEGGING
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/22/2019,LOITERING-BEGGING
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,LARCENY-SHOPLIFT UNDER $500
1/22/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
1/22/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/22/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
1/22/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL
1/22/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/22/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/22/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/22/2019,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE
1/22/2019,LARCENY-FROM MTR VEH UNDER $500
1/22/2019,LARCENY-SHOPLIFT UNDER $500
1/22/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/22/2019,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/22/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/22/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/22/2019,LOITERING-BEGGING
1/22/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/22/2019,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
1/22/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/22/2019,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED
1/22/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
1/22/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
1/22/2019,LARCENY-FROM MTR VEH UNDER $500
1/22/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/22/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/22/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/22/2019,LEAVING SCENE OF ACCIDENT
1/22/2019,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,LARCENY-MTR VEH PARTS UNDER $500
1/22/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/22/2019,SIMPLE ASSAULT-ADULT/NO INJURY
1/22/2019,LARCENY-FROM BUILDING UNDER $500
1/22/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/23/2016,STLG BY DECEIT/IDENTITY THEFT REPORT
1/23/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/23/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/23/2019,LEAVING SCENE OF ACCIDENT
1/23/2019,LEAVING SCENE OF ACCIDENT
1/23/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/23/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/23/2019,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS
1/23/2019,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE
1/23/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/23/2019,LEAVING SCENE OF ACCIDENT
1/23/2019,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY
1/23/2019,LARCENY-ALL OTHER UNDER $500
1/23/2019,BURGLARY-BUSINESS/DAY/UNLAW ENT/UNOCCUPIED
1/23/2019,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR
1/23/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/23/2019,LARCENY-ALL OTHER UNDER $500
1/23/2019,HOMICIDE
1/23/2019,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE
1/23/2019,LARCENY-FROM MTR VEH UNDER $500
1/23/2019,LARCENY-FROM MTR VEH UNDER $500
1/23/2019,FAILURE TO RETURN BORROWED/RENTED VEHICL
1/23/2019,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48
1/23/2019,DISORDERLY CONDUCT-PEACE DSTRB/SCHOOL
1/23/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
1/23/2019,LARCENY-FROM BUILDING UNDER $500
1/23/2019,"LARCENY-FROM MTR VEH $500 - $24,999"
1/23/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/23/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/23/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/23/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/23/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/23/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/23/2019,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED
1/23/2019,LEAVING SCENE OF ACCIDENT
1/23/2019,LOITERING-BEGGING
1/23/2019,WEAPONS-CITY VIOL/DISCHRGING IN CITY
1/23/2019,"LARCENY-ALL OTHER $500 - $24,999"
1/23/2019,LEAVING SCENE OF ACCIDENT
1/23/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/23/2019,DRUGS-POSSESSION/OTHR UNSPEC DRUG
1/23/2019,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET"
1/23/2019,DRUGS-POSSESSION/MARIJUANA
1/23/2019,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC
1/23/2019,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC"
1/23/2019,LARCENY-MTR VEH PARTS UNDER $500
1/23/2019,DRUGS-POSSESSION/MARIJUANA
1/23/2019,LARCENY-FROM MTR VEH UNDER $500
1/23/2019,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL
1/23/2019,LOITERING-BEGGING
1/23/2019,LARCENY-SHOPLIFT UNDER $500
1/23/2019,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR
1/23/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/23/2019,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY
1/23/2019,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE
1/23/2019,DRUGS-POSSESSION/PHENCYCLIDINE
1/23/2019,LARCENY-FROM MTR VEH UNDER $500
1/23/2019,"LARCENY-FROM COIN MACH $500 - $24,999"
1/23/2019,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
1/23/2019,LARCENY-MTR VEH PARTS UNDER $500
1/23/2019,LARCENY-ALL OTHER UNDER $500
1/23/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/23/2019,SIMPLE ASSAULT-CHILD/NO INJURY
1/23/2019,AUTO THEFT-PERM RETNT/JOY RIDE
1/23/2019,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED
1/23/2019,LEAVING SCENE OF ACCIDENT
1/23/2019,LARCENY-MTR VEH PARTS UNDER $500
1/23/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/23/2019,LEAVING SCENE OF ACCIDENT
1/23/2019,LARCENY-ALL OTHER UNDER $500
1/23/2019,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED
1/23/2019,LARCENY-FROM MTR VEH UNDER $500
1/23/2019,LARCENY-FROM MTR VEH UNDER $500
1/23/2019,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP
1/23/2019,LOITERING-BEGGING
1/23/2019,SIMPLE ASSAULT-HARRASSMENT
1/23/2019,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT
